#name	status	length	unknown percent	pvalue brute	pvalue corrected	number of convergent sites	convergent sites
HELQ	 	138	0.00e+00	1.0000e+00	1.9153e+00	0
GLOD4	 	141	0.00e+00	1.0000e+00	1.9147e+00	0
AQP9	 	149	0.00e+00	1.0000e+00	1.9141e+00	0
AQP4	 	161	0.00e+00	1.0000e+00	1.9136e+00	0
ASTE1	 	165	0.00e+00	1.0000e+00	1.9130e+00	0
KRT35	 	165	0.00e+00	1.0000e+00	1.9124e+00	0
TJP3	 	174	0.00e+00	1.0000e+00	1.9118e+00	0
CD44	 	185	0.00e+00	1.0000e+00	1.9113e+00	0
ZYG11A	 	185	0.00e+00	1.0000e+00	1.9107e+00	0
GHSR	 	188	0.00e+00	1.0000e+00	1.9101e+00	0
ABHD18	 	188	0.00e+00	1.0000e+00	1.9095e+00	0
MITF	 	193	0.00e+00	1.0000e+00	1.9090e+00	0
CCDC62	 	194	0.00e+00	1.0000e+00	1.9084e+00	0
TRMT11	 	195	0.00e+00	1.0000e+00	1.9078e+00	0
CPB1	 	196	0.00e+00	1.0000e+00	1.9072e+00	0
GDF9	 	197	0.00e+00	1.0000e+00	1.9067e+00	0
HTR3B	 	198	0.00e+00	1.0000e+00	1.9061e+00	0
TP53INP1	 	208	0.00e+00	1.0000e+00	1.9055e+00	0
DIRC2	 	210	0.00e+00	1.0000e+00	1.9049e+00	0
SLC25A3	 	221	0.00e+00	1.0000e+00	1.9044e+00	0
SLC39A14	 	222	0.00e+00	1.0000e+00	1.9038e+00	0
DSCC1	 	224	0.00e+00	1.0000e+00	1.9032e+00	0
METTL4	 	228	0.00e+00	1.0000e+00	1.9026e+00	0
LPGAT1	 	235	0.00e+00	1.0000e+00	1.9021e+00	0
FZD4	 	235	0.00e+00	1.0000e+00	1.9015e+00	0
ATP6V1H	 	244	0.00e+00	1.0000e+00	1.9009e+00	0
SPDL1	 	246	0.00e+00	1.0000e+00	1.9004e+00	0
SERINC3	 	252	0.00e+00	1.0000e+00	1.8998e+00	0
SAMM50	 	253	0.00e+00	1.0000e+00	1.8992e+00	0
AGMO	 	254	0.00e+00	1.0000e+00	1.8987e+00	0
NOSTRIN	 	274	0.00e+00	1.0000e+00	1.8981e+00	0
CRYZL1	 	286	0.00e+00	1.0000e+00	1.8975e+00	0
IRAK3	 	287	0.00e+00	1.0000e+00	1.8969e+00	0
TAF1B	 	289	0.00e+00	1.0000e+00	1.8964e+00	0
GTF2E1	 	292	0.00e+00	1.0000e+00	1.8958e+00	0
FAM114A1	 	298	0.00e+00	1.0000e+00	1.8952e+00	0
HLCS	 	306	0.00e+00	1.0000e+00	1.8947e+00	0
GPR156	 	309	0.00e+00	1.0000e+00	1.8941e+00	0
ADCY9	 	335	0.00e+00	1.0000e+00	1.8935e+00	0
LPCAT2	 	338	0.00e+00	1.0000e+00	1.8930e+00	0
BEST3	 	361	0.00e+00	1.0000e+00	1.8924e+00	0
LRRC49	 	375	0.00e+00	1.0000e+00	1.8918e+00	0
CDKL3	 	388	0.00e+00	1.0000e+00	1.8913e+00	0
CROT	 	394	0.00e+00	1.0000e+00	1.8907e+00	0
PRKAA2	 	400	0.00e+00	1.0000e+00	1.8901e+00	0
METTL3	 	409	0.00e+00	1.0000e+00	1.8896e+00	0
TDRD5	 	431	0.00e+00	1.0000e+00	1.8890e+00	0
PREX1	 	451	0.00e+00	1.0000e+00	1.8885e+00	0
TRIM24	 	589	0.00e+00	1.0000e+00	1.8879e+00	0
BTBD10	 	395	0.00e+00	1.0000e+00	1.8873e+00	0
SERPING1	 	164	0.00e+00	1.0000e+00	1.8868e+00	0
SLC38A3	 	15	0.00e+00	1.0000e+00	1.8862e+00	0
ARHGAP25	 	240	0.00e+00	1.0000e+00	1.8856e+00	0
ENO4	 	82	0.00e+00	1.0000e+00	1.8851e+00	0
GRHPR	 	100	0.00e+00	1.0000e+00	1.8845e+00	0
CD101	 	135	0.00e+00	1.0000e+00	1.8840e+00	0
HADH	 	141	0.00e+00	1.0000e+00	1.8834e+00	0
CDH13	 	144	0.00e+00	1.0000e+00	1.8828e+00	0
TMEM45B	 	144	0.00e+00	1.0000e+00	1.8823e+00	0
MLIP	 	146	0.00e+00	1.0000e+00	1.8817e+00	0
TMCC3	 	192	0.00e+00	1.0000e+00	1.8812e+00	0
PEX2	 	252	0.00e+00	1.0000e+00	1.8806e+00	0
GLCE	 	259	0.00e+00	1.0000e+00	1.8800e+00	0
STAM2	 	261	0.00e+00	1.0000e+00	1.8795e+00	0
MFSD1	 	262	0.00e+00	1.0000e+00	1.8789e+00	0
GIT2	 	365	0.00e+00	1.0000e+00	1.8784e+00	0
FADS2	 	22	0.00e+00	1.0000e+00	1.8778e+00	0
PPP1R14D	 	28	0.00e+00	1.0000e+00	1.8773e+00	0
KIAA0753	 	30	0.00e+00	1.0000e+00	1.8767e+00	0
BLVRB	 	32	0.00e+00	1.0000e+00	1.8761e+00	0
COX7A2	 	42	0.00e+00	1.0000e+00	1.8756e+00	0
RILPL1	 	50	0.00e+00	1.0000e+00	1.8750e+00	0
UQCC3	 	50	0.00e+00	1.0000e+00	1.8745e+00	0
TSN	 	53	0.00e+00	1.0000e+00	1.8739e+00	0
MFAP5	 	71	0.00e+00	1.0000e+00	1.8734e+00	0
C15orf41	 	74	0.00e+00	1.0000e+00	1.8728e+00	0
MCAT	 	75	0.00e+00	1.0000e+00	1.8723e+00	0
EFCAB12	 	77	0.00e+00	1.0000e+00	1.8717e+00	0
RGL3	 	77	0.00e+00	1.0000e+00	1.8712e+00	0
HPGD	 	99	0.00e+00	1.0000e+00	1.8706e+00	0
SMARCD3	 	102	0.00e+00	1.0000e+00	1.8701e+00	0
TNN	 	104	0.00e+00	1.0000e+00	1.8695e+00	0
VRK3	 	104	0.00e+00	1.0000e+00	1.8689e+00	0
SEPT12	 	139	0.00e+00	1.0000e+00	1.8684e+00	0
MFSD4	 	144	0.00e+00	1.0000e+00	1.8678e+00	0
AFM	 	149	0.00e+00	1.0000e+00	1.8673e+00	0
SERPINB5	 	150	0.00e+00	1.0000e+00	1.8667e+00	0
PURG	 	162	0.00e+00	1.0000e+00	1.8662e+00	0
GPRC5D	 	162	0.00e+00	1.0000e+00	1.8656e+00	0
UBA7	 	162	0.00e+00	1.0000e+00	1.8651e+00	0
ZC3HAV1	 	171	0.00e+00	1.0000e+00	1.8645e+00	0
MMRN2	 	182	0.00e+00	1.0000e+00	1.8640e+00	0
ARHGEF33	 	182	0.00e+00	1.0000e+00	1.8634e+00	0
GPR65	 	207	0.00e+00	1.0000e+00	1.8629e+00	0
BCL9	 	218	0.00e+00	1.0000e+00	1.8624e+00	0
ARSB	 	227	0.00e+00	1.0000e+00	1.8618e+00	0
CD180	 	235	0.00e+00	1.0000e+00	1.8613e+00	0
ANGPTL7	 	254	0.00e+00	1.0000e+00	1.8607e+00	0
CLASP2	 	263	0.00e+00	1.0000e+00	1.8602e+00	0
ATAD5	 	277	0.00e+00	1.0000e+00	1.8596e+00	0
ANKRD52	 	289	0.00e+00	1.0000e+00	1.8591e+00	0
NUP85	 	302	0.00e+00	1.0000e+00	1.8585e+00	0
RBM28	 	326	0.00e+00	1.0000e+00	1.8580e+00	0
DYNC1LI1	 	346	0.00e+00	1.0000e+00	1.8574e+00	0
FARSB	 	362	0.00e+00	1.0000e+00	1.8569e+00	0
CRY2	 	379	0.00e+00	1.0000e+00	1.8563e+00	0
RUFY2	 	381	0.00e+00	1.0000e+00	1.8558e+00	0
PPP1R21	 	407	0.00e+00	1.0000e+00	1.8553e+00	0
PTPRK	 	980	0.00e+00	1.0000e+00	1.8547e+00	0
EEF1A2	 	51	0.00e+00	1.0000e+00	1.8542e+00	0
CASC4	 	109	0.00e+00	1.0000e+00	1.8536e+00	0
CCDC127	 	168	0.00e+00	1.0000e+00	1.8531e+00	0
SDR42E1	 	225	0.00e+00	1.0000e+00	1.8525e+00	0
ADD1	 	246	0.00e+00	1.0000e+00	1.8520e+00	0
ING3	 	260	0.00e+00	1.0000e+00	1.8515e+00	0
IL19	 	27	0.00e+00	1.0000e+00	1.8509e+00	0
C1orf189	 	32	0.00e+00	1.0000e+00	1.8504e+00	0
ZPBP	 	37	0.00e+00	1.0000e+00	1.8498e+00	0
RIN2	 	38	0.00e+00	1.0000e+00	1.8493e+00	0
N6AMT1	 	41	0.00e+00	1.0000e+00	1.8488e+00	0
SRXN1	 	42	0.00e+00	1.0000e+00	1.8482e+00	0
C11orf74	 	43	0.00e+00	1.0000e+00	1.8477e+00	0
SPRED2	 	48	0.00e+00	1.0000e+00	1.8471e+00	0
FBXO22	 	67	0.00e+00	1.0000e+00	1.8466e+00	0
GOT2	 	89	0.00e+00	1.0000e+00	1.8461e+00	0
NAF1	 	91	0.00e+00	1.0000e+00	1.8455e+00	0
DNASE1L3	 	92	0.00e+00	1.0000e+00	1.8450e+00	0
MTX3	 	94	0.00e+00	1.0000e+00	1.8445e+00	0
LDB1	 	105	0.00e+00	1.0000e+00	1.8439e+00	0
COPG2	 	108	0.00e+00	1.0000e+00	1.8434e+00	0
CDC37L1	 	116	0.00e+00	1.0000e+00	1.8428e+00	0
RGS5	 	120	0.00e+00	1.0000e+00	1.8423e+00	0
MAL2	 	124	0.00e+00	1.0000e+00	1.8418e+00	0
TWSG1	 	134	0.00e+00	1.0000e+00	1.8412e+00	0
SNX31	 	142	0.00e+00	1.0000e+00	1.8407e+00	0
MTPAP	 	149	0.00e+00	1.0000e+00	1.8402e+00	0
CFAP53	 	153	0.00e+00	1.0000e+00	1.8396e+00	0
GDNF	 	158	0.00e+00	1.0000e+00	1.8391e+00	0
FAM217A	 	169	0.00e+00	1.0000e+00	1.8386e+00	0
P2RY10	 	172	0.00e+00	1.0000e+00	1.8380e+00	0
VCPKMT	 	172	0.00e+00	1.0000e+00	1.8375e+00	0
TECRL	 	185	0.00e+00	1.0000e+00	1.8370e+00	0
RSPH4A	 	192	0.00e+00	1.0000e+00	1.8364e+00	0
DYNC2LI1	 	201	0.00e+00	1.0000e+00	1.8359e+00	0
CCNG2	 	202	0.00e+00	1.0000e+00	1.8354e+00	0
WDR91	 	219	0.00e+00	1.0000e+00	1.8348e+00	0
GDE1	 	223	0.00e+00	1.0000e+00	1.8343e+00	0
SLC22A2	 	228	0.00e+00	1.0000e+00	1.8338e+00	0
TRAF6	 	235	0.00e+00	1.0000e+00	1.8332e+00	0
CTSS	 	246	0.00e+00	1.0000e+00	1.8327e+00	0
ATF6	 	257	0.00e+00	1.0000e+00	1.8322e+00	0
PAPD7	 	262	0.00e+00	1.0000e+00	1.8316e+00	0
MRVI1	 	266	0.00e+00	1.0000e+00	1.8311e+00	0
SYBU	 	293	0.00e+00	1.0000e+00	1.8306e+00	0
USP44	 	305	0.00e+00	1.0000e+00	1.8301e+00	0
ACTR6	 	326	0.00e+00	1.0000e+00	1.8295e+00	0
FNDC7	 	345	0.00e+00	1.0000e+00	1.8290e+00	0
CREBRF	 	355	0.00e+00	1.0000e+00	1.8285e+00	0
CYP7A1	 	358	0.00e+00	1.0000e+00	1.8279e+00	0
MASTL	 	380	0.00e+00	1.0000e+00	1.8274e+00	0
INTS3	 	482	0.00e+00	1.0000e+00	1.8269e+00	0
DCLRE1A	 	488	0.00e+00	1.0000e+00	1.8264e+00	0
COL4A4	 	517	0.00e+00	1.0000e+00	1.8258e+00	0
DDX46	 	882	0.00e+00	1.0000e+00	1.8253e+00	0
KNTC1	 	1068	0.00e+00	1.0000e+00	1.8248e+00	0
DGKQ	 	103	0.00e+00	1.0000e+00	1.8243e+00	0
EDEM1	 	161	0.00e+00	1.0000e+00	1.8237e+00	0
MAPKAPK3	 	180	0.00e+00	1.0000e+00	1.8232e+00	0
FRK	 	198	0.00e+00	1.0000e+00	1.8227e+00	0
CCDC129	 	249	0.00e+00	1.0000e+00	1.8222e+00	0
STK4	 	309	0.00e+00	1.0000e+00	1.8216e+00	0
KATNA1	 	365	0.00e+00	1.0000e+00	1.8211e+00	0
IQUB	 	387	0.00e+00	1.0000e+00	1.8206e+00	0
GPATCH2L	 	401	0.00e+00	1.0000e+00	1.8201e+00	0
UBE3A	 	476	0.00e+00	1.0000e+00	1.8195e+00	0
TIMP4	 	21	0.00e+00	1.0000e+00	1.8190e+00	0
CHCHD1	 	32	0.00e+00	1.0000e+00	1.8185e+00	0
PAPPA	 	40	0.00e+00	1.0000e+00	1.8180e+00	0
ERP27	 	45	0.00e+00	1.0000e+00	1.8175e+00	0
PLXDC1	 	46	0.00e+00	1.0000e+00	1.8169e+00	0
SYNPR	 	83	0.00e+00	1.0000e+00	1.8164e+00	0
CRYM	 	118	0.00e+00	1.0000e+00	1.8159e+00	0
CAMKMT	 	142	0.00e+00	1.0000e+00	1.8154e+00	0
MSR1	 	144	0.00e+00	1.0000e+00	1.8148e+00	0
FAM3C	 	151	0.00e+00	1.0000e+00	1.8143e+00	0
PAX8	 	159	0.00e+00	1.0000e+00	1.8138e+00	0
STAT4	 	165	0.00e+00	1.0000e+00	1.8133e+00	0
IL1R1	 	168	0.00e+00	1.0000e+00	1.8128e+00	0
SERINC4	 	175	0.00e+00	1.0000e+00	1.8122e+00	0
HIF1AN	 	177	0.00e+00	1.0000e+00	1.8117e+00	0
PRSS12	 	177	0.00e+00	1.0000e+00	1.8112e+00	0
CHODL	 	180	0.00e+00	1.0000e+00	1.8107e+00	0
MTDH	 	180	0.00e+00	1.0000e+00	1.8102e+00	0
THAP1	 	184	0.00e+00	1.0000e+00	1.8097e+00	0
GLP2R	 	188	0.00e+00	1.0000e+00	1.8091e+00	0
MCM7	 	188	0.00e+00	1.0000e+00	1.8086e+00	0
WIPI1	 	188	0.00e+00	1.0000e+00	1.8081e+00	0
LLGL1	 	189	0.00e+00	1.0000e+00	1.8076e+00	0
CIPC	 	201	0.00e+00	1.0000e+00	1.8071e+00	0
CCDC170	 	206	0.00e+00	1.0000e+00	1.8066e+00	0
SLC35F1	 	212	0.00e+00	1.0000e+00	1.8060e+00	0
CALB1	 	223	0.00e+00	1.0000e+00	1.8055e+00	0
SELP	 	228	0.00e+00	1.0000e+00	1.8050e+00	0
NEIL3	 	270	0.00e+00	1.0000e+00	1.8045e+00	0
NETO2	 	281	0.00e+00	1.0000e+00	1.8040e+00	0
ZNF131	 	309	0.00e+00	1.0000e+00	1.8035e+00	0
CCDC73	 	310	0.00e+00	1.0000e+00	1.8030e+00	0
TICRR	 	320	0.00e+00	1.0000e+00	1.8024e+00	0
FAM169A	 	332	0.00e+00	1.0000e+00	1.8019e+00	0
LRFN2	 	333	0.00e+00	1.0000e+00	1.8014e+00	0
PAPD4	 	377	0.00e+00	1.0000e+00	1.8009e+00	0
ADCY8	 	552	0.00e+00	1.0000e+00	1.8004e+00	0
WRN	 	555	0.00e+00	1.0000e+00	1.7999e+00	0
TTLL4	 	679	0.00e+00	1.0000e+00	1.7994e+00	0
ZNF185	 	42	0.00e+00	1.0000e+00	1.7989e+00	0
SCIN	 	283	0.00e+00	1.0000e+00	1.7984e+00	0
ADIPOQ	 	65	0.00e+00	1.0000e+00	1.7978e+00	0
RAB22A	 	123	0.00e+00	1.0000e+00	1.7973e+00	0
ILKAP	 	132	0.00e+00	1.0000e+00	1.7968e+00	0
PSMB1	 	145	0.00e+00	1.0000e+00	1.7963e+00	0
MYOG	 	155	0.00e+00	1.0000e+00	1.7958e+00	0
RTKN	 	162	0.00e+00	1.0000e+00	1.7953e+00	0
HECA	 	242	0.00e+00	1.0000e+00	1.7948e+00	0
ABHD2	 	297	0.00e+00	1.0000e+00	1.7943e+00	0
YLPM1	 	710	0.00e+00	1.0000e+00	1.7938e+00	0
ACP2	 	40	0.00e+00	1.0000e+00	1.7933e+00	0
CD83	 	40	0.00e+00	1.0000e+00	1.7928e+00	0
PXMP2	 	44	0.00e+00	1.0000e+00	1.7922e+00	0
NPC2	 	45	0.00e+00	1.0000e+00	1.7917e+00	0
NDUFS4	 	82	0.00e+00	1.0000e+00	1.7912e+00	0
PCSK6	 	107	0.00e+00	1.0000e+00	1.7907e+00	0
SDHC	 	113	0.00e+00	1.0000e+00	1.7902e+00	0
TPD52L1	 	115	0.00e+00	1.0000e+00	1.7897e+00	0
FAM49A	 	120	0.00e+00	1.0000e+00	1.7892e+00	0
MRPS31	 	122	0.00e+00	1.0000e+00	1.7887e+00	0
VEGFC	 	125	0.00e+00	1.0000e+00	1.7882e+00	0
TMEM55A	 	135	0.00e+00	1.0000e+00	1.7877e+00	0
ORC1	 	136	0.00e+00	1.0000e+00	1.7872e+00	0
M6PR	 	141	0.00e+00	1.0000e+00	1.7867e+00	0
SGCG	 	145	0.00e+00	1.0000e+00	1.7862e+00	0
SYN3	 	153	0.00e+00	1.0000e+00	1.7857e+00	0
DUSP12	 	154	0.00e+00	1.0000e+00	1.7852e+00	0
NMD3	 	154	0.00e+00	1.0000e+00	1.7847e+00	0
C5orf22	 	155	0.00e+00	1.0000e+00	1.7842e+00	0
F13B	 	160	0.00e+00	1.0000e+00	1.7837e+00	0
QPCT	 	167	0.00e+00	1.0000e+00	1.7832e+00	0
RNF144B	 	174	0.00e+00	1.0000e+00	1.7827e+00	0
NT5C3A	 	177	0.00e+00	1.0000e+00	1.7822e+00	0
ZFAND1	 	178	0.00e+00	1.0000e+00	1.7817e+00	0
ST8SIA4	 	191	0.00e+00	1.0000e+00	1.7812e+00	0
DDX25	 	192	0.00e+00	1.0000e+00	1.7807e+00	0
DHX58	 	192	0.00e+00	1.0000e+00	1.7802e+00	0
XPNPEP3	 	195	0.00e+00	1.0000e+00	1.7797e+00	0
MYOZ1	 	197	0.00e+00	1.0000e+00	1.7792e+00	0
TSR1	 	205	0.00e+00	1.0000e+00	1.7787e+00	0
OSTM1	 	210	0.00e+00	1.0000e+00	1.7782e+00	0
CCNA1	 	218	0.00e+00	1.0000e+00	1.7777e+00	0
PARL	 	222	0.00e+00	1.0000e+00	1.7772e+00	0
SDE2	 	225	0.00e+00	1.0000e+00	1.7767e+00	0
LRFN5	 	233	0.00e+00	1.0000e+00	1.7762e+00	0
TLR7	 	238	0.00e+00	1.0000e+00	1.7757e+00	0
MMP20	 	243	0.00e+00	1.0000e+00	1.7752e+00	0
FAM149B1	 	251	0.00e+00	1.0000e+00	1.7747e+00	0
LRRFIP2	 	255	0.00e+00	1.0000e+00	1.7742e+00	0
TMEM63A	 	278	0.00e+00	1.0000e+00	1.7737e+00	0
ADAMTS17	 	303	0.00e+00	1.0000e+00	1.7732e+00	0
LPL	 	306	0.00e+00	1.0000e+00	1.7727e+00	0
ERBB2	 	322	0.00e+00	1.0000e+00	1.7722e+00	0
NCAPD3	 	323	0.00e+00	1.0000e+00	1.7717e+00	0
IKZF5	 	343	0.00e+00	1.0000e+00	1.7712e+00	0
TTK	 	352	0.00e+00	1.0000e+00	1.7707e+00	0
ZNF512	 	375	0.00e+00	1.0000e+00	1.7702e+00	0
YTHDF3	 	392	0.00e+00	1.0000e+00	1.7697e+00	0
SUCO	 	422	0.00e+00	1.0000e+00	1.7692e+00	0
STON2	 	429	0.00e+00	1.0000e+00	1.7687e+00	0
TMPO	 	121	0.00e+00	1.0000e+00	1.7682e+00	0
TMPRSS11E	 	229	0.00e+00	1.0000e+00	1.7677e+00	0
CYB561D1	 	104	0.00e+00	1.0000e+00	1.7672e+00	0
CLDND1	 	127	0.00e+00	1.0000e+00	1.7667e+00	0
NFKBIA	 	127	0.00e+00	1.0000e+00	1.7662e+00	0
DCBLD1	 	169	0.00e+00	1.0000e+00	1.7658e+00	0
MYO18B	 	190	0.00e+00	1.0000e+00	1.7653e+00	0
MUL1	 	202	0.00e+00	1.0000e+00	1.7648e+00	0
KCTD20	 	244	0.00e+00	1.0000e+00	1.7643e+00	0
PLA2G6	 	260	0.00e+00	1.0000e+00	1.7638e+00	0
CCR9	 	268	0.00e+00	1.0000e+00	1.7633e+00	0
NPAS4	 	293	0.00e+00	1.0000e+00	1.7628e+00	0
FGB	 	302	0.00e+00	1.0000e+00	1.7623e+00	0
BMPR1A	 	373	0.00e+00	1.0000e+00	1.7618e+00	0
ANO5	 	392	0.00e+00	1.0000e+00	1.7613e+00	0
MCTP2	 	439	0.00e+00	1.0000e+00	1.7608e+00	0
MARCH6	 	553	0.00e+00	1.0000e+00	1.7604e+00	0
IZUMO3	 	20	0.00e+00	1.0000e+00	1.7599e+00	0
SDC4	 	28	0.00e+00	1.0000e+00	1.7594e+00	0
TRMU	 	34	0.00e+00	1.0000e+00	1.7589e+00	0
PLCXD2	 	38	0.00e+00	1.0000e+00	1.7584e+00	0
CCDC69	 	46	0.00e+00	1.0000e+00	1.7579e+00	0
SYNGR4	 	47	0.00e+00	1.0000e+00	1.7574e+00	0
MARCH1	 	65	0.00e+00	1.0000e+00	1.7569e+00	0
PSMF1	 	70	0.00e+00	1.0000e+00	1.7564e+00	0
KIAA0895	 	86	0.00e+00	1.0000e+00	1.7560e+00	0
MOCS3	 	101	0.00e+00	1.0000e+00	1.7555e+00	0
MDH2	 	103	0.00e+00	1.0000e+00	1.7550e+00	0
MTHFSD	 	105	0.00e+00	1.0000e+00	1.7545e+00	0
SVOP	 	111	0.00e+00	1.0000e+00	1.7540e+00	0
GPATCH3	 	114	0.00e+00	1.0000e+00	1.7535e+00	0
TTYH2	 	118	0.00e+00	1.0000e+00	1.7530e+00	0
FBXO21	 	123	0.00e+00	1.0000e+00	1.7526e+00	0
DSCR3	 	126	0.00e+00	1.0000e+00	1.7521e+00	0
FGF13	 	135	0.00e+00	1.0000e+00	1.7516e+00	0
ARMT1	 	141	0.00e+00	1.0000e+00	1.7511e+00	0
RAB38	 	144	0.00e+00	1.0000e+00	1.7506e+00	0
THG1L	 	144	0.00e+00	1.0000e+00	1.7501e+00	0
INPP1	 	145	0.00e+00	1.0000e+00	1.7497e+00	0
DCP1A	 	148	0.00e+00	1.0000e+00	1.7492e+00	0
RCAN3	 	167	0.00e+00	1.0000e+00	1.7487e+00	0
CFAP97	 	169	0.00e+00	1.0000e+00	1.7482e+00	0
NECAP1	 	171	0.00e+00	1.0000e+00	1.7477e+00	0
CNOT11	 	173	0.00e+00	1.0000e+00	1.7472e+00	0
ELOVL2	 	174	0.00e+00	1.0000e+00	1.7468e+00	0
MIER1	 	184	0.00e+00	1.0000e+00	1.7463e+00	0
SLC16A7	 	185	0.00e+00	1.0000e+00	1.7458e+00	0
CBR4	 	188	0.00e+00	1.0000e+00	1.7453e+00	0
TDRD9	 	190	0.00e+00	1.0000e+00	1.7448e+00	0
FRRS1L	 	195	0.00e+00	1.0000e+00	1.7444e+00	0
TCTN3	 	207	0.00e+00	1.0000e+00	1.7439e+00	0
ICA1L	 	214	0.00e+00	1.0000e+00	1.7434e+00	0
KCNJ1	 	215	0.00e+00	1.0000e+00	1.7429e+00	0
C14orf28	 	218	0.00e+00	1.0000e+00	1.7424e+00	0
GADL1	 	218	0.00e+00	1.0000e+00	1.7420e+00	0
QKI	 	228	0.00e+00	1.0000e+00	1.7415e+00	0
ADH5	 	233	0.00e+00	1.0000e+00	1.7410e+00	0
EXOSC9	 	233	0.00e+00	1.0000e+00	1.7405e+00	0
CCDC39	 	248	0.00e+00	1.0000e+00	1.7400e+00	0
OXSM	 	249	0.00e+00	1.0000e+00	1.7396e+00	0
MTERF2	 	250	0.00e+00	1.0000e+00	1.7391e+00	0
RP2	 	255	0.00e+00	1.0000e+00	1.7386e+00	0
MTRF1L	 	257	0.00e+00	1.0000e+00	1.7381e+00	0
ZNF277	 	262	0.00e+00	1.0000e+00	1.7377e+00	0
CDC14A	 	284	0.00e+00	1.0000e+00	1.7372e+00	0
SLC8A3	 	286	0.00e+00	1.0000e+00	1.7367e+00	0
OLFM3	 	304	0.00e+00	1.0000e+00	1.7362e+00	0
SMPDL3A	 	328	0.00e+00	1.0000e+00	1.7357e+00	0
ITFG1	 	339	0.00e+00	1.0000e+00	1.7353e+00	0
TXNDC16	 	364	0.00e+00	1.0000e+00	1.7348e+00	0
DDR2	 	370	0.00e+00	1.0000e+00	1.7343e+00	0
CNOT6	 	390	0.00e+00	1.0000e+00	1.7338e+00	0
MTMR2	 	432	0.00e+00	1.0000e+00	1.7334e+00	0
DNAJC16	 	453	0.00e+00	1.0000e+00	1.7329e+00	0
CEP85	 	467	0.00e+00	1.0000e+00	1.7324e+00	0
CDH6	 	522	0.00e+00	1.0000e+00	1.7319e+00	0
EDEM3	 	567	0.00e+00	1.0000e+00	1.7315e+00	0
FKBP7	 	81	0.00e+00	1.0000e+00	1.7310e+00	0
PSMB4	 	129	0.00e+00	1.0000e+00	1.7305e+00	0
PHF7	 	137	0.00e+00	1.0000e+00	1.7301e+00	0
KCNN3	 	248	0.00e+00	1.0000e+00	1.7296e+00	0
DLC1	 	20	0.00e+00	1.0000e+00	1.7291e+00	0
GCHFR	 	29	0.00e+00	1.0000e+00	1.7286e+00	0
MPC1	 	44	0.00e+00	1.0000e+00	1.7282e+00	0
RARA	 	46	0.00e+00	1.0000e+00	1.7277e+00	0
GOLGA3	 	68	0.00e+00	1.0000e+00	1.7272e+00	0
IRF2	 	75	0.00e+00	1.0000e+00	1.7268e+00	0
CAPNS1	 	79	0.00e+00	1.0000e+00	1.7263e+00	0
HAAO	 	81	0.00e+00	1.0000e+00	1.7258e+00	0
AK4	 	119	0.00e+00	1.0000e+00	1.7253e+00	0
PIGR	 	125	0.00e+00	1.0000e+00	1.7249e+00	0
MUC13	 	132	0.00e+00	1.0000e+00	1.7244e+00	0
PPIC	 	132	0.00e+00	1.0000e+00	1.7239e+00	0
AIFM2	 	133	0.00e+00	1.0000e+00	1.7235e+00	0
HABP4	 	143	0.00e+00	1.0000e+00	1.7230e+00	0
AKR1A1	 	144	0.00e+00	1.0000e+00	1.7225e+00	0
OPN5	 	144	0.00e+00	1.0000e+00	1.7221e+00	0
MAN1A1	 	154	0.00e+00	1.0000e+00	1.7216e+00	0
NR1H4	 	160	0.00e+00	1.0000e+00	1.7211e+00	0
EGFR	 	162	0.00e+00	1.0000e+00	1.7207e+00	0
TRMT10A	 	170	0.00e+00	1.0000e+00	1.7202e+00	0
LRRC2	 	175	0.00e+00	1.0000e+00	1.7197e+00	0
C5orf30	 	187	0.00e+00	1.0000e+00	1.7193e+00	0
KANK4	 	190	0.00e+00	1.0000e+00	1.7188e+00	0
SH3RF2	 	195	0.00e+00	1.0000e+00	1.7183e+00	0
CAMK2D	 	201	0.00e+00	1.0000e+00	1.7179e+00	0
OBFC1	 	201	0.00e+00	1.0000e+00	1.7174e+00	0
COQ5	 	206	0.00e+00	1.0000e+00	1.7169e+00	0
RABGGTB	 	216	0.00e+00	1.0000e+00	1.7165e+00	0
CADM1	 	218	0.00e+00	1.0000e+00	1.7160e+00	0
DGKG	 	248	0.00e+00	1.0000e+00	1.7155e+00	0
DDX31	 	255	0.00e+00	1.0000e+00	1.7151e+00	0
LDLR	 	256	0.00e+00	1.0000e+00	1.7146e+00	0
PPP1R37	 	304	0.00e+00	1.0000e+00	1.7141e+00	0
SHROOM4	 	305	0.00e+00	1.0000e+00	1.7137e+00	0
DTNB	 	343	0.00e+00	1.0000e+00	1.7132e+00	0
SPPL3	 	345	0.00e+00	1.0000e+00	1.7127e+00	0
NSUN7	 	348	0.00e+00	1.0000e+00	1.7123e+00	0
COG7	 	368	0.00e+00	1.0000e+00	1.7118e+00	0
PHACTR2	 	401	0.00e+00	1.0000e+00	1.7114e+00	0
GPR155	 	423	0.00e+00	1.0000e+00	1.7109e+00	0
SATB1	 	423	0.00e+00	1.0000e+00	1.7104e+00	0
AKT3	 	426	0.00e+00	1.0000e+00	1.7100e+00	0
SYDE2	 	430	0.00e+00	1.0000e+00	1.7095e+00	0
C2orf42	 	476	0.00e+00	1.0000e+00	1.7090e+00	0
